1.205166800000000080e+02,3.150031000000000247e+01
1.205023700000000133e+02,3.148163000000000267e+01
1.205152400000000057e+02,3.149030000000000129e+01
1.205166900000000112e+02,3.150033000000000172e+01
1.204920000000000044e+02,3.151253000000000171e+01
1.205154900000000140e+02,3.149503000000000341e+01
1.205166900000000112e+02,3.150027000000000399e+01
1.205168800000000147e+02,3.149979000000000084e+01
1.205022900000000163e+02,3.147507000000000232e+01
1.205166800000000080e+02,3.150025000000000119e+01
1.204783600000000092e+02,3.150830000000000197e+01
1.204877100000000070e+02,3.147043000000000390e+01
1.204964000000000084e+02,3.147148000000000323e+01
1.204948200000000043e+02,3.146949000000000396e+01
1.204875400000000099e+02,3.147034000000000376e+01
1.204876100000000037e+02,3.147040000000000148e+01
1.204966200000000072e+02,3.147147000000000361e+01
1.205166500000000127e+02,3.150026000000000082e+01
1.205019200000000126e+02,3.147867000000000104e+01
1.204874300000000034e+02,3.147034000000000376e+01
1.204987500000000153e+02,3.147941000000000145e+01
1.205152900000000074e+02,3.149014000000000379e+01
1.205023800000000165e+02,3.148551000000000144e+01
1.204964600000000132e+02,3.147138000000000346e+01
1.204874700000000161e+02,3.147035000000000338e+01
1.204877400000000165e+02,3.147043000000000390e+01
1.205027600000000092e+02,3.148763000000000289e+01
1.204863800000000111e+02,3.147048000000000201e+01
1.205026200000000074e+02,3.148767000000000138e+01
1.204965000000000117e+02,3.147138000000000346e+01
1.205022200000000083e+02,3.148753000000000313e+01
1.204985800000000040e+02,3.147922000000000153e+01
1.204875900000000115e+02,3.147041000000000111e+01
1.204976200000000119e+02,3.147325000000000372e+01
1.204863700000000080e+02,3.147052000000000405e+01
1.205002900000000068e+02,3.147908000000000328e+01
1.204894000000000034e+02,3.148160000000000380e+01
1.204966200000000072e+02,3.147145000000000081e+01
1.205019600000000111e+02,3.150679000000000229e+01
1.205166900000000112e+02,3.150030000000000285e+01
1.205250000000000057e+02,3.147853000000000279e+01
1.205019800000000032e+02,3.147871000000000308e+01
1.204899900000000059e+02,3.146884000000000370e+01
1.204881000000000029e+02,3.147073000000000320e+01
1.205023700000000133e+02,3.148074000000000083e+01
1.205157600000000144e+02,3.149974000000000274e+01
1.205023600000000101e+02,3.148129000000000133e+01
1.204986100000000135e+02,3.147930000000000206e+01
1.204967500000000058e+02,3.147165000000000390e+01
1.205166800000000080e+02,3.149988000000000099e+01
1.205023600000000101e+02,3.148052000000000206e+01
1.204876900000000148e+02,3.147044000000000352e+01
1.205167000000000144e+02,3.150029000000000323e+01
1.205023700000000133e+02,3.148375000000000412e+01
1.205023500000000070e+02,3.148055000000000092e+01
1.204876500000000163e+02,3.147044000000000352e+01
1.205108100000000064e+02,3.148368000000000322e+01
1.204990000000000094e+02,3.147934000000000410e+01
1.204930900000000094e+02,3.148064000000000107e+01
1.204876900000000148e+02,3.147043000000000390e+01
1.204875600000000162e+02,3.147035000000000338e+01
1.204863700000000080e+02,3.147048000000000201e+01
1.205167100000000033e+02,3.150031000000000247e+01
1.204875400000000099e+02,3.147037000000000262e+01
1.204931200000000047e+02,3.148067000000000348e+01
1.205149700000000053e+02,3.148831000000000202e+01
1.204881100000000060e+02,3.147068000000000154e+01
1.204796900000000051e+02,3.150807000000000357e+01
1.205166600000000159e+02,3.150026000000000082e+01
1.205166600000000159e+02,3.150030000000000285e+01
1.204931000000000125e+02,3.148052000000000206e+01
1.204876500000000163e+02,3.147044000000000352e+01
1.205166600000000159e+02,3.150030000000000285e+01
1.204894800000000146e+02,3.150798000000000343e+01
1.205134500000000060e+02,3.150057000000000329e+01
1.204915900000000164e+02,3.146732000000000085e+01
1.204881400000000156e+02,3.147103000000000250e+01
1.204919900000000155e+02,3.151266000000000389e+01
1.205166800000000080e+02,3.150032000000000210e+01
1.205166800000000080e+02,3.150028000000000361e+01
1.205027800000000155e+02,3.150660000000000238e+01
1.204874600000000129e+02,3.147033000000000413e+01
1.205168500000000051e+02,3.150016000000000105e+01
1.204975000000000165e+02,3.147297000000000367e+01
1.204875000000000114e+02,3.147034000000000376e+01
1.204926100000000133e+02,3.151274000000000086e+01
1.204964400000000069e+02,3.147131000000000256e+01
1.204885900000000163e+02,3.147051000000000087e+01
1.205154100000000028e+02,3.149388000000000432e+01
1.205165400000000062e+02,3.149991000000000341e+01
1.205022100000000052e+02,3.148077000000000325e+01
1.204964900000000085e+02,3.147140000000000271e+01
1.204879900000000106e+02,3.147723000000000226e+01
1.205166900000000112e+02,3.150032000000000210e+01
1.204965000000000117e+02,3.147141000000000233e+01
1.204964400000000069e+02,3.147133000000000180e+01
1.205141900000000135e+02,3.148759000000000086e+01
1.204874900000000082e+02,3.147035000000000338e+01
1.205166800000000080e+02,3.150034000000000134e+01
1.204874700000000161e+02,3.147034000000000376e+01
1.204876800000000117e+02,3.147048000000000201e+01
1.205155000000000030e+02,3.149484000000000350e+01
1.204974700000000070e+02,3.147286000000000428e+01
1.205168400000000162e+02,3.150020000000000309e+01
1.205023600000000101e+02,3.148295000000000243e+01
1.205057700000000125e+02,3.150607000000000113e+01
1.204875600000000162e+02,3.147036000000000300e+01
1.204961300000000080e+02,3.147084000000000259e+01
1.204964800000000054e+02,3.147136000000000422e+01
1.205023700000000133e+02,3.148255000000000337e+01
1.204876300000000100e+02,3.147042000000000428e+01
1.204868300000000119e+02,3.150808000000000320e+01
1.205128000000000128e+02,3.150129000000000090e+01
1.204874500000000097e+02,3.147033000000000413e+01
1.204875600000000162e+02,3.147034000000000376e+01
1.204877000000000038e+02,3.147044000000000352e+01
1.204875500000000130e+02,3.147036000000000300e+01
1.204877000000000038e+02,3.147045000000000314e+01
1.205026100000000042e+02,3.148770000000000380e+01
1.205166700000000048e+02,3.150033000000000172e+01
1.204983100000000036e+02,3.147631000000000157e+01
1.205166700000000048e+02,3.150028000000000361e+01
1.204958400000000154e+02,3.151101000000000241e+01
1.204882600000000110e+02,3.147072000000000358e+01
1.204930900000000094e+02,3.148064000000000107e+01
1.204873800000000159e+02,3.147064000000000306e+01
1.205166900000000112e+02,3.150029000000000323e+01
1.204964800000000054e+02,3.147137000000000384e+01
1.204863600000000048e+02,3.147049000000000163e+01
1.204981200000000143e+02,3.147450000000000259e+01
1.204863600000000048e+02,3.147050000000000125e+01
1.204872800000000126e+02,3.147051000000000087e+01
1.204894300000000129e+02,3.148192000000000235e+01
1.204875800000000083e+02,3.147036000000000300e+01
1.205246100000000098e+02,3.147874000000000194e+01
1.204875400000000099e+02,3.147038000000000224e+01
1.204877100000000070e+02,3.147043000000000390e+01
1.205023400000000038e+02,3.147651000000000110e+01
1.204986300000000057e+02,3.147930000000000206e+01
1.205166900000000112e+02,3.150030000000000285e+01
1.205138600000000082e+02,3.150027000000000399e+01
1.204965900000000119e+02,3.147144000000000119e+01
1.204930400000000077e+02,3.147967000000000226e+01
1.205061200000000099e+02,3.150604000000000227e+01
1.205249300000000119e+02,3.147848000000000113e+01
1.204975100000000054e+02,3.147284000000000148e+01
1.204988400000000155e+02,3.147940000000000182e+01
1.204884000000000128e+02,3.147067000000000192e+01
1.205154200000000060e+02,3.149410000000000309e+01
1.204906300000000101e+02,3.147947000000000273e+01
1.204964800000000054e+02,3.147139000000000308e+01
1.204984500000000054e+02,3.147776000000000352e+01
1.205148400000000066e+02,3.148761000000000365e+01
1.205110200000000162e+02,3.148758000000000123e+01
1.205063700000000040e+02,3.148764000000000252e+01
1.205023700000000133e+02,3.148403000000000418e+01
1.205051800000000100e+02,3.150641000000000247e+01
1.205166800000000080e+02,3.150024000000000157e+01
1.205155600000000078e+02,3.149518000000000129e+01
1.205154300000000092e+02,3.149469000000000207e+01
1.205170000000000101e+02,3.149962000000000373e+01
1.204985700000000151e+02,3.147909000000000290e+01
1.205166500000000127e+02,3.150032000000000210e+01
1.204964300000000037e+02,3.147136000000000422e+01
1.205022200000000083e+02,3.148751000000000388e+01
1.204964400000000069e+02,3.147145000000000081e+01
1.205144700000000029e+02,3.148760000000000403e+01
1.205023500000000070e+02,3.147746000000000421e+01
1.204875700000000052e+02,3.147033000000000413e+01
1.204874700000000161e+02,3.147033000000000413e+01
1.204920000000000044e+02,3.151289000000000229e+01
1.205023600000000101e+02,3.148248000000000246e+01
1.205038700000000063e+02,3.148761000000000365e+01
1.204964600000000132e+02,3.147135000000000105e+01
1.204894000000000034e+02,3.148230000000000217e+01
1.204964500000000100e+02,3.147136000000000422e+01
1.205249500000000040e+02,3.147849000000000430e+01
1.204916800000000165e+02,3.146737000000000251e+01
1.204894000000000034e+02,3.148213000000000150e+01
1.205167200000000065e+02,3.150030000000000285e+01
1.204863800000000111e+02,3.147047000000000239e+01
1.205023700000000133e+02,3.148657000000000394e+01
1.204877800000000150e+02,3.147050000000000125e+01
1.204863700000000080e+02,3.147048000000000201e+01
1.204979300000000109e+02,3.147403000000000262e+01
1.205166800000000080e+02,3.150028000000000361e+01
1.204918100000000152e+02,3.150810000000000244e+01
1.205164500000000061e+02,3.149793000000000376e+01
1.205164500000000061e+02,3.149794000000000338e+01
1.205152700000000152e+02,3.149046000000000234e+01
1.204863800000000111e+02,3.147046000000000276e+01
1.205022500000000036e+02,3.148781000000000319e+01
1.205023400000000038e+02,3.148545000000000371e+01
1.205169700000000148e+02,3.149979000000000084e+01
1.205153400000000090e+02,3.148219000000000278e+01
1.204876500000000163e+02,3.147040000000000148e+01
1.205115100000000155e+02,3.150347000000000364e+01
1.205163800000000123e+02,3.150056000000000367e+01
1.204876700000000085e+02,3.147043000000000390e+01
1.205154800000000108e+02,3.149473000000000411e+01
1.204893100000000032e+02,3.150809000000000282e+01
1.205151700000000119e+02,3.148234000000000421e+01
1.205127900000000096e+02,3.148349000000000331e+01
1.205021800000000098e+02,3.147884000000000171e+01
1.205170800000000071e+02,3.149961000000000411e+01
1.205023700000000133e+02,3.148275000000000290e+01
1.204874700000000161e+02,3.147033000000000413e+01
1.204819400000000087e+02,3.150809000000000282e+01
1.205132500000000135e+02,3.148334000000000188e+01
1.205149600000000163e+02,3.148811000000000249e+01
